Name,Country,Age,Gender,Account_Creation_Year,Minutes_Spent
Amanda Jenkins,Bolivia,45,Non-binary,2018,410
Ronald Navarro,Bouvet Island (Bouvetoya),52,Female,2012,109
Rebecca Walker,Papua New Guinea,14,Male,2011,445
Donald Smith,Cuba,48,Non-binary,2017,2
John Brooks,Guam,32,Non-binary,2022,348
Danielle Ramirez,Zambia,64,Female,2010,246
Miguel Smith,Kiribati,60,Male,2021,478
Teresa Thompson,Mauritania,21,Non-binary,2017,86
Mrs. Alexis Gonzales,Myanmar,32,Female,2022,52
Terri Shannon,Aruba,50,Non-binary,2018,218
Victoria Mcdaniel,Mexico,44,Female,2011,235
Rachael Mccoy,Guinea,60,Female,2016,332
Victor Warren,Mexico,48,Female,2011,82
Stephanie Collins,Guam,20,Non-binary,2015,22
Joseph Baker,Anguilla,15,Male,2017,104
Erika Cobb,Jordan,29,Male,2018,143
Michael Walton,Norfolk Island,27,Female,2023,286
Kimberly Levine,Sudan,58,Male,2022,399
Victoria Morales,Guyana,39,Female,2013,38
Matthew Copeland,Cuba,30,Non-binary,2011,258
Nancy Horne,Afghanistan,64,Female,2022,295
Darrell Garrett,Malawi,37,Female,2014,297
Thomas Davis,Puerto Rico,58,Male,2023,67
Michael Burns,Christmas Island,39,Female,2020,130
Sierra King,Germany,47,Non-binary,2010,168
Michelle Patton,Romania,21,Male,2022,162
Natalie Morales,Nauru,16,Non-binary,2017,196
Charles Farrell,Jamaica,29,Non-binary,2014,273
Charles Bryan,Cameroon,16,Non-binary,2017,234
Karina Larson,Kuwait,48,Male,2018,180
Dale Rogers,Albania,17,Female,2016,393
John Soto,United Arab Emirates,24,Male,2014,232
Vicki Williams,Latvia,23,Female,2020,144
Brandon Gutierrez,Indonesia,54,Female,2022,73
Kevin Pennington,New Zealand,41,Non-binary,2022,198
Donald Oneill,Grenada,19,Male,2021,114
John Harrington,Finland,41,Non-binary,2019,346
Tyler Gutierrez,Korea,52,Female,2012,461
Kristina Browning,Oman,25,Female,2020,236
Jermaine Robles,Bangladesh,36,Female,2018,32
Gregory Johnson,Romania,43,Non-binary,2023,60
Jeffery Rosales,Cyprus,64,Non-binary,2010,466
Christopher Strickland,Madagascar,24,Male,2017,410
Lisa Taylor,Comoros,24,Non-binary,2012,385
Jessica Woods,French Southern Territories,26,Female,2022,313
Robert Cannon,Morocco,47,Female,2021,405
Janet Hamilton,Afghanistan,42,Female,2020,397
Lori Conley,Andorra,43,Male,2014,344
Victoria Bailey,Netherlands,48,Female,2020,498
Colin Ferguson,Micronesia,21,Non-binary,2014,177
Christina Higgins,Gambia,18,Non-binary,2012,6
Anthony Taylor,France,31,Female,2010,226
Rebecca Mclean,Colombia,20,Male,2012,141
Melissa Bush,Thailand,52,Female,2014,451
Jose Singh,Mauritius,43,Female,2019,320
Kevin Young,Namibia,20,Female,2019,275
Sharon Anderson,Reunion,64,Non-binary,2020,256
Kathleen Griffith,Zimbabwe,35,Female,2021,81
Sean Howard,Guinea,36,Male,2023,105
Kenneth Johnson,Algeria,19,Male,2018,398
Cory Cohen,Bahamas,16,Female,2017,438
Aaron Mccall,Falkland Islands (Malvinas),17,Non-binary,2011,10
Alison Hale,Mongolia,55,Male,2014,187
Megan Bell,Costa Rica,49,Female,2023,100
James Campbell,Russian Federation,13,Female,2014,434
Dr. Robert Klein,Gabon,55,Female,2011,406
Christina Ruiz,Paraguay,40,Male,2020,233
George Evans,Tajikistan,54,Non-binary,2019,476
Donna Tucker,Moldova,61,Male,2020,313
Katelyn Wilson,Ukraine,56,Non-binary,2021,37
Caleb Kennedy,Aruba,42,Male,2023,17
Andrea Herman,Tuvalu,48,Male,2022,212
Tammy Sullivan,Solomon Islands,53,Female,2023,487
Christina Bishop,Burundi,61,Female,2017,354
Justin Zimmerman Jr.,United States of America,21,Female,2013,277
Brandon Graham,French Southern Territories,27,Female,2011,277
Kimberly Arnold,Belize,51,Female,2023,15
Matthew Wheeler,Guam,19,Non-binary,2023,328
Amanda Garcia,Venezuela,38,Male,2023,487
Kenneth Brewer,Mayotte,23,Non-binary,2012,346
Michelle Bean,Ireland,43,Non-binary,2016,329
Tracy Davis,Botswana,30,Female,2022,476
Daniel Harding,Bangladesh,44,Non-binary,2011,177
Seth Harper,Lithuania,63,Non-binary,2013,319
Luis Pierce,Swaziland,50,Female,2019,231
Kenneth Mayer,Guinea,47,Female,2021,132
Jessica Johnson DDS,Yemen,45,Non-binary,2014,119
Christopher Kennedy,Chile,32,Non-binary,2011,163
Eric Hicks,Lithuania,39,Non-binary,2017,464
William Dixon,Argentina,30,Male,2022,204
Diane Simmons,Vietnam,44,Female,2013,230
Richard Murphy,Maldives,42,Non-binary,2011,151
Brenda Moore,Micronesia,26,Female,2023,324
Jason Sanders,Russian Federation,52,Male,2023,270
Douglas Taylor,United Arab Emirates,63,Male,2013,19
Cynthia Reynolds,Timor-Leste,14,Male,2023,320
Ms. Kathy Andrews,Mali,55,Male,2023,95
Frank Barnett,Tuvalu,51,Female,2018,492
Christine Moore,Uganda,44,Male,2023,435
Susan Moon,Taiwan,55,Male,2014,39
Andrew Simmons,Belize,64,Female,2021,442
Carl Kim,Guam,53,Female,2010,356
Timothy Duncan,Bahrain,53,Non-binary,2023,182
Austin Davis,United States of America,24,Non-binary,2014,450
Sandra Garrett,Svalbard & Jan Mayen Islands,62,Male,2011,344
Jason Nielsen,Liechtenstein,51,Female,2022,297
Michael White,Vanuatu,65,Non-binary,2019,441
Jose Bradley,Lesotho,24,Female,2023,242
Alison Peterson,Philippines,44,Male,2022,169
Pamela Shaw,Western Sahara,33,Non-binary,2015,332
Victoria Goodwin,South Africa,19,Non-binary,2022,246
Thomas King,Cote d'Ivoire,47,Female,2013,453
Daniel Wise,Switzerland,26,Female,2010,406
Paul Barr,Bosnia and Herzegovina,47,Male,2015,272
Michelle Bonilla,Bouvet Island (Bouvetoya),22,Non-binary,2011,230
Rachel Rodgers,Guatemala,48,Female,2013,359
Belinda Cooley,China,22,Female,2017,375
Matthew Chavez,Cuba,47,Female,2016,441
Kevin Brown,Cote d'Ivoire,38,Non-binary,2023,62
Isaiah Berger,Kiribati,30,Male,2010,119
Kimberly Strong,Benin,27,Female,2017,342
Darrell Ballard,Korea,27,Male,2021,221
Miss Morgan Ramos,Palestinian Territory,16,Female,2011,255
Hannah Gonzalez,Mali,56,Male,2017,81
William Keller,Cook Islands,65,Non-binary,2017,374
Billy Flores,Mongolia,59,Female,2015,116
Julie Russell,Ireland,60,Non-binary,2019,104
Elizabeth Mcintosh,Egypt,63,Male,2021,495
Joseph Cole,Sri Lanka,49,Female,2016,482
William Larson,Guyana,28,Female,2010,309
Anthony Miller,Martinique,17,Male,2020,19
Michelle Armstrong,Isle of Man,63,Female,2016,426
Christopher Ortiz,Svalbard & Jan Mayen Islands,62,Male,2010,133
Clifford Carter,Andorra,16,Non-binary,2012,451
Darren Perez,Belarus,55,Male,2013,229
Jennifer Perez,Vietnam,55,Non-binary,2017,157
Kaitlin Bishop,Croatia,38,Female,2011,305
Sandra Doyle,Saint Vincent and the Grenadines,54,Non-binary,2014,169
Christina Kline,Sudan,34,Non-binary,2012,41
Jennifer Johns,Honduras,25,Male,2015,221
Brittney Molina,Jamaica,14,Female,2020,111
Vickie Johnson,Bahamas,57,Male,2017,221
Kimberly Dougherty,Antarctica (the territory South of 60 deg S),62,Female,2018,189
Derek White,Barbados,40,Male,2020,287
Ariel Hill,Saint Barthelemy,62,Male,2018,7
Scott Perkins,Bermuda,23,Non-binary,2021,22
Mr. Joshua Gallegos MD,Uzbekistan,25,Male,2011,239
Patricia Wilson,Mozambique,17,Female,2012,71
Krystal Silva,Serbia,37,Non-binary,2019,316
Lawrence Keith,Madagascar,31,Female,2010,288
Jennifer Hawkins,Kazakhstan,41,Non-binary,2014,162
Joshua Turner,Puerto Rico,30,Non-binary,2022,110
Aaron Gibson,Zimbabwe,42,Female,2022,248
Sara Johnson,El Salvador,25,Non-binary,2019,303
Tracy Wolf,Mayotte,47,Non-binary,2017,111
Amanda Ramirez,Ireland,58,Male,2023,174
Stephen Thomas,Spain,27,Non-binary,2019,122
Tiffany Valenzuela,Maldives,24,Female,2017,140
Amanda Blackburn,Taiwan,22,Non-binary,2014,174
David Wolf,Saint Helena,63,Non-binary,2014,446
John Jones,Gibraltar,14,Non-binary,2021,315
James Francis,Greece,35,Non-binary,2014,291
Andrew Taylor,Equatorial Guinea,24,Non-binary,2020,125
Kevin Sanchez,British Virgin Islands,45,Non-binary,2011,198
Matthew Ponce,Monaco,33,Male,2022,469
Elizabeth Keller,Vietnam,23,Male,2016,335
Courtney Flores,American Samoa,14,Male,2022,227
Robert Wagner,Australia,37,Male,2018,164
Patricia Lopez,Maldives,30,Female,2023,124
Tony Higgins,Australia,53,Non-binary,2012,278
Steven Brooks,Saint Helena,55,Non-binary,2023,471
Crystal Aguilar,Saint Barthelemy,22,Male,2023,310
Kimberly Mcdowell,Congo,28,Non-binary,2016,433
Melissa Powell,Tokelau,40,Male,2020,136
Ashley Little,Tajikistan,39,Non-binary,2013,441
Jason Mendoza,Bhutan,55,Non-binary,2020,449
Gerald Russell,Myanmar,24,Female,2021,451
Larry Stone,Heard Island and McDonald Islands,31,Male,2010,80
Brandon Maxwell,Slovakia (Slovak Republic),35,Female,2012,283
Michael Horn,Latvia,58,Non-binary,2015,347
Mr. Jordan Landry,Iceland,50,Male,2023,465
Michael Liu,Liechtenstein,59,Non-binary,2021,31
Kaitlin Rose,Ecuador,46,Non-binary,2023,310
Jacob Freeman,Kenya,20,Female,2019,60
Matthew Sharp,Samoa,28,Female,2023,224
Rachel Harper,Kyrgyz Republic,15,Male,2012,408
David Rodriguez,Saint Vincent and the Grenadines,59,Female,2021,211
Laurie Black,British Virgin Islands,45,Female,2023,6
Jamie Lopez,Equatorial Guinea,60,Non-binary,2012,159
Michael Reid,Bosnia and Herzegovina,35,Non-binary,2022,97
David Davis,Thailand,47,Female,2011,211
Roger Barrett,Niger,17,Male,2015,296
John Howard,Serbia,26,Female,2010,248
Sharon Long,Maldives,22,Non-binary,2018,492
Derek Alvarez,Namibia,19,Non-binary,2013,301
Mr. Richard Holt,Croatia,32,Non-binary,2012,169
Katherine Fritz,Libyan Arab Jamahiriya,35,Female,2014,375
Angela Turner,Germany,32,Female,2014,79
Gabriel Williams,Libyan Arab Jamahiriya,27,Female,2019,253
Robert Dawson,Equatorial Guinea,28,Non-binary,2010,282
Kylie Blankenship,Uganda,25,Female,2017,290
Randall James,Zimbabwe,64,Non-binary,2020,126
Heather Monroe,South Georgia and the South Sandwich Islands,62,Female,2016,105
Jeanette Chen,Venezuela,32,Non-binary,2014,455
Steven Bowen,Bosnia and Herzegovina,57,Male,2012,322
Ellen Bowman,Lebanon,13,Non-binary,2010,29
Isaac Vaughan,Yemen,62,Non-binary,2016,219
Cristian Butler,French Southern Territories,18,Female,2011,465
Linda Cruz,Denmark,34,Female,2011,454
Kelly Perez,Martinique,61,Male,2016,68
Sarah Smith,Libyan Arab Jamahiriya,39,Male,2017,408
Brian Fox,Hong Kong,26,Non-binary,2010,219
Mrs. Toni Baxter,Marshall Islands,24,Male,2015,168
Brandon Garcia,Canada,64,Male,2021,454
Priscilla Hill,Martinique,35,Non-binary,2015,479
Ronald Powell,Burkina Faso,31,Male,2021,300
Michael Davis,Palau,56,Non-binary,2013,464
Janet Gilbert,Denmark,28,Male,2018,20
Carol Owens,Paraguay,41,Female,2011,155
Diamond Walsh,Cyprus,50,Male,2012,160
William Morris,Nicaragua,21,Female,2022,100
Christian Maynard,Burundi,39,Male,2014,297
Steven Howell,Turks and Caicos Islands,24,Non-binary,2017,270
Benjamin Hancock,Argentina,56,Male,2023,267
Bob Nelson,Kiribati,19,Female,2010,489
Scott Wells,Namibia,54,Non-binary,2012,5
Joseph Serrano,Timor-Leste,23,Male,2018,302
Nicholas Rowe,Saint Helena,56,Male,2019,165
Caitlin King,Yemen,16,Female,2022,283
Christopher Kennedy,Guyana,29,Female,2012,488
Lawrence Turner,Korea,16,Female,2011,391
Edwin Perry,Northern Mariana Islands,48,Female,2018,482
Kimberly Olson,Macao,20,Female,2011,268
Tyler Bryant,Macao,29,Male,2020,219
Sarah Schroeder,Bermuda,18,Non-binary,2022,421
Marie Dean,South Africa,50,Female,2010,31
Destiny Gregory,Swaziland,17,Non-binary,2023,473
Kristy Edwards,Dominican Republic,19,Non-binary,2013,473
Joshua Allen DDS,Liechtenstein,22,Male,2014,92
Jessica Shepherd,Congo,29,Female,2019,266
Kimberly Rose,Comoros,36,Female,2011,87
Michelle Houston,Congo,63,Female,2014,211
Benjamin Taylor,Palestinian Territory,25,Female,2022,250
Paul Moore,Iceland,27,Female,2015,22
Timothy Burgess,Timor-Leste,53,Non-binary,2016,265
Adrienne Roth,Albania,47,Male,2021,302
Jacqueline Caldwell,Korea,41,Non-binary,2016,382
Susan Campbell,Mauritius,39,Female,2011,97
Michael Erickson,Peru,34,Male,2018,285
Brittany Jenkins,Belgium,22,Female,2011,221
Kristen Mcpherson,Venezuela,41,Non-binary,2010,192
Jesse Gallegos,Haiti,22,Male,2013,82
Adam Lawson,Bosnia and Herzegovina,39,Male,2011,345
Curtis Kelly,Slovakia (Slovak Republic),26,Non-binary,2020,444
Gregory Smith,Pakistan,61,Non-binary,2022,430
Lisa Frederick,Bermuda,13,Female,2014,99
Kristin Lamb,Holy See (Vatican City State),64,Male,2020,145
Vanessa West,Denmark,54,Non-binary,2017,79
Catherine Lara,Maldives,18,Male,2020,385
Mark Reed,French Guiana,23,Non-binary,2010,459
Ian Gomez,Saint Helena,46,Non-binary,2010,453
Alexander Moore,Brazil,41,Non-binary,2018,474
Tammy Peterson,India,27,Male,2013,439
Karen Patterson,Poland,13,Male,2018,403
Jose Cannon,Albania,53,Non-binary,2015,306
Steven Snyder,Georgia,13,Male,2010,429
Vanessa Hamilton,Tonga,13,Male,2013,288
Kristen Wood,Zambia,45,Female,2016,474
Michael Erickson,Poland,14,Female,2020,211
Julia Miller,Papua New Guinea,15,Female,2023,170
Terry Frank,Turks and Caicos Islands,49,Non-binary,2022,84
Amanda Jackson,Saint Lucia,49,Non-binary,2010,485
Mark Jones,Andorra,60,Male,2015,184
Eric Davis,Bouvet Island (Bouvetoya),38,Female,2013,482
Barbara Golden,Egypt,44,Non-binary,2019,484
Anthony Decker,Azerbaijan,28,Female,2018,376
Gregory Gutierrez,United Arab Emirates,55,Female,2022,232
Jonathan Chapman,Sweden,15,Non-binary,2021,408
Christopher Brown,Lebanon,63,Female,2016,308
Benjamin Davis,Nicaragua,31,Non-binary,2016,87
Kylie Ryan,Serbia,31,Male,2011,387
Ricky Savage,Paraguay,20,Non-binary,2016,472
Brandon Boyd,Christmas Island,26,Non-binary,2022,212
Heather Holt,Morocco,39,Female,2013,323
Michelle Chambers,Ecuador,56,Female,2021,431
Brett Pineda,Ukraine,44,Female,2010,6
Daniel Wade,Aruba,23,Female,2019,327
Robert Andrews,Netherlands,13,Male,2020,178
Kristin Brooks,Palestinian Territory,38,Non-binary,2022,2
Barbara Fisher,Bolivia,14,Non-binary,2017,364
Stacey Garcia,Afghanistan,55,Male,2023,51
Daniel Snow,Cuba,37,Female,2013,418
Rachel Cervantes,Egypt,37,Male,2018,232
Colleen Massey,Austria,58,Male,2017,440
Samantha Maldonado,Turks and Caicos Islands,31,Female,2013,95
Matthew Davis,Burundi,13,Male,2022,148
Denise Garner,Switzerland,39,Non-binary,2012,25
Misty Charles,Djibouti,28,Male,2013,328
Thomas White,Japan,43,Male,2013,56
Andrew Romero,United States Virgin Islands,37,Female,2019,9
Ryan Walsh,Pakistan,47,Non-binary,2019,41
Cheryl Adams,India,56,Male,2016,308
Holly Dunn,Faroe Islands,49,Female,2014,332
Karen Martinez,Ukraine,42,Female,2020,255
Gregory Davis,Kiribati,65,Non-binary,2021,58
Hannah Hubbard,Cape Verde,15,Male,2020,254
Erika Jones,Micronesia,57,Non-binary,2010,3
Tiffany Thompson,Italy,25,Non-binary,2013,181
Ashley Terry,Christmas Island,34,Male,2010,339
Erin Duncan,North Macedonia,29,Non-binary,2012,283
Brenda Sullivan,Bolivia,36,Non-binary,2017,331
Jade Sanchez,Macao,44,Female,2021,33
Phillip Lozano,Montenegro,34,Female,2020,331
Evan Dean,Liberia,25,Male,2017,358
Jeremy Case,Taiwan,33,Male,2022,24
Karen Castro,Egypt,20,Non-binary,2020,432
Lance Johnson,Iraq,14,Non-binary,2014,128
Hailey Wilkins,Guatemala,20,Female,2012,399
Rodney Patton,Israel,14,Female,2016,183
Jacob Horton,Myanmar,14,Female,2012,498
Jennifer Hernandez,Guernsey,62,Male,2012,20
Mr. John Moon Jr.,Cyprus,27,Non-binary,2021,242
Jose Wilson,Saint Barthelemy,41,Female,2019,335
Casey Silva,Oman,54,Male,2016,498
Cristian Howard,United States Virgin Islands,24,Non-binary,2013,302
Jessica Thompson,Dominican Republic,27,Male,2010,12
Matthew Smith,Israel,17,Female,2021,12
Joseph Williams,French Guiana,62,Male,2019,206
Anthony Dunn,India,48,Male,2011,207
Jessica Khan,Iraq,19,Non-binary,2013,67
Shannon French,Lebanon,29,Non-binary,2013,54
Shelley Roman,Belgium,16,Non-binary,2020,457
Jason Brown,French Polynesia,47,Male,2021,418
Tony Franco,Saint Vincent and the Grenadines,39,Non-binary,2019,374
James Brewer,Bulgaria,46,Female,2016,39
Michelle Rhodes MD,Malawi,55,Male,2015,321
Mark Rivera,Botswana,42,Female,2019,400
Robert Long,Costa Rica,13,Female,2010,137
Brendan Patel,Philippines,53,Female,2019,51
Tiffany Walker,India,35,Male,2022,53
Heather Richardson,Jamaica,57,Non-binary,2019,334
Victoria Castillo,Austria,57,Female,2020,255
Alicia Walls,Barbados,37,Male,2023,90
Christopher Nelson,Panama,29,Male,2011,76
Patricia Gallagher,Fiji,33,Male,2017,241
Helen Williams,Czech Republic,39,Non-binary,2016,343
Shannon Lewis,Lithuania,23,Non-binary,2010,96
Jenna Harris,Taiwan,62,Male,2018,71
Christie Burton,Japan,57,Male,2013,71
David Humphrey,Jordan,33,Non-binary,2010,348
Kathy Brooks,India,20,Non-binary,2012,238
Roger White,Korea,57,Male,2023,444
Eric Anderson,Namibia,44,Female,2014,157
Robert Hughes,Eritrea,43,Non-binary,2011,202
Ariel Burton,Madagascar,42,Non-binary,2014,462
Elizabeth Lewis,Niger,64,Female,2015,319
Cody Brown,Montenegro,30,Male,2015,4
David Woods,Senegal,38,Non-binary,2018,429
Tina Douglas,Barbados,22,Male,2018,471
Rebecca Clark,Switzerland,59,Female,2019,46
Leslie Hawkins,Papua New Guinea,38,Female,2011,499
Todd Andrews,Puerto Rico,65,Male,2014,80
Ethan Gallagher,Vietnam,33,Female,2016,274
Ronnie Mullins,Seychelles,58,Male,2022,413
Robert Anderson,Trinidad and Tobago,13,Male,2017,390
Frederick Gallegos,Norfolk Island,45,Female,2017,322
Charles Moss,Tanzania,15,Female,2014,226
Caroline Matthews,Guadeloupe,42,Female,2012,256
Ricky Burch,Tokelau,13,Male,2017,27
Lucas Brewer,United Arab Emirates,13,Non-binary,2017,107
James Krause,Saint Vincent and the Grenadines,17,Non-binary,2020,74
Amy Kemp,Lao People's Democratic Republic,21,Male,2016,0
Stacey Price,Cambodia,64,Non-binary,2015,398
David Ramirez,Poland,51,Female,2014,131
Wanda Taylor,Slovenia,36,Non-binary,2018,342
Dr. Timothy Hanna,Cape Verde,56,Male,2023,175
Eric Lane,Nigeria,48,Non-binary,2014,112
Anthony Fernandez,Eritrea,14,Male,2015,319
Nicole Guerra,Botswana,35,Female,2020,274
Amber Williams,Belarus,63,Male,2020,89
Abigail Arroyo,Liechtenstein,26,Female,2015,448
Robert Rodriguez,Christmas Island,32,Male,2010,397
Christopher Smith,Cocos (Keeling) Islands,65,Male,2011,221
Jody Shields,Egypt,62,Non-binary,2022,63
Tina Gibson,Northern Mariana Islands,46,Non-binary,2011,441
Antonio Parker,Czech Republic,19,Non-binary,2015,246
Susan Jones,United States Virgin Islands,18,Male,2016,302
Mrs. Jessica Strong MD,Australia,24,Male,2017,346
Christopher Davidson,Thailand,62,Female,2020,145
Danielle Jones,Samoa,33,Male,2013,294
Nicole Owens,Hungary,37,Female,2016,42
Mr. Robert Davis MD,Bermuda,13,Non-binary,2023,224
Holly Myers,Maldives,61,Non-binary,2016,474
Nichole Sanders,Cyprus,43,Non-binary,2011,195
Danielle Rhodes,Martinique,45,Female,2015,108
Mark Tyler,Haiti,25,Non-binary,2014,253
Joseph Mccall,Nepal,32,Non-binary,2016,170
Danielle Wells,Antigua and Barbuda,19,Male,2022,472
Andrea Small,Netherlands Antilles,31,Male,2021,4
Micheal Martinez,Mozambique,58,Female,2021,164
Tiffany Pierce,Austria,32,Male,2021,464
Jesse Davis,Saint Lucia,17,Male,2018,217
Jessica Hayes,Somalia,15,Non-binary,2020,429
Kenneth Barrett,British Indian Ocean Territory (Chagos Archipelago),15,Male,2021,472
John Hubbard,Angola,17,Female,2016,341
Joshua Griffin,Saint Kitts and Nevis,42,Female,2010,261
Michael Nichols,Mauritania,28,Male,2017,409
Stephanie Flowers,Papua New Guinea,30,Female,2014,375
Arthur Williams,Bahrain,37,Non-binary,2014,325
Sandra Mcconnell,Dominica,37,Male,2019,423
Pamela Sweeney,Congo,40,Male,2011,74
Angela Sanford,Cook Islands,27,Non-binary,2018,158
Mark Fields,French Southern Territories,55,Non-binary,2022,287
Lauren Williams,Maldives,22,Female,2018,334
Daniel Smith,Australia,61,Non-binary,2010,162
Elizabeth Morales,Reunion,57,Male,2017,55
Bradley Pollard,El Salvador,20,Male,2012,71
Brooke Martinez,Saint Kitts and Nevis,23,Male,2018,387
Katherine Hicks,Spain,62,Female,2019,215
Joanna Wood,Jersey,51,Female,2011,492
Brooke Howard,Greece,22,Male,2011,402
Michael Bates,Antigua and Barbuda,47,Male,2015,42
Terry Saunders,Serbia,45,Non-binary,2020,57
Susan Wilson,Bulgaria,16,Female,2017,26
Dr. John Rose,Timor-Leste,30,Female,2019,468
Brian Webster,Honduras,55,Female,2021,463
Jocelyn Jenkins,Malaysia,62,Non-binary,2019,289
Scott Dean,Israel,56,Male,2022,413
Sarah Mullen,Finland,57,Female,2019,473
Carol Green,Antigua and Barbuda,50,Female,2012,361
Kimberly Hunter,Montenegro,26,Non-binary,2021,191
Kayla Mcclain,Guadeloupe,53,Non-binary,2019,177
Catherine Hodge,Mexico,23,Male,2019,457
Michael Boone,Yemen,28,Male,2021,95
Olivia Lyons,Ukraine,51,Non-binary,2010,113
Elizabeth Johnson,Gabon,22,Non-binary,2010,420
Joshua Flores,United Kingdom,44,Female,2010,392
Edgar Davis,Comoros,20,Female,2010,118
David Thomas,Korea,13,Non-binary,2011,96
Michael Mckinney,Cayman Islands,44,Male,2012,66
Tamara Martinez,Italy,65,Non-binary,2017,376
Matthew Barajas,Romania,44,Non-binary,2021,478
Tara Brooks,Gabon,62,Non-binary,2010,363
Paul Martin,Suriname,22,Non-binary,2020,434
Benjamin Carpenter,Antigua and Barbuda,16,Female,2011,263
Rachel Watts,Fiji,16,Non-binary,2016,267
Jamie Collins,Haiti,41,Non-binary,2017,385
Tracy Grimes,Guinea-Bissau,32,Male,2017,15
Melinda Velez,Jordan,63,Non-binary,2014,137
Larry Gonzalez,Kenya,46,Male,2020,22
Felicia Frost,Chad,43,Non-binary,2012,195
Dana Powell,Azerbaijan,46,Non-binary,2011,395
Kimberly Hansen,Australia,26,Non-binary,2013,127
Nicolas Webster,Zimbabwe,22,Female,2020,43
John Smith,Cocos (Keeling) Islands,35,Female,2016,377
Alexa Bates,Dominican Republic,25,Non-binary,2014,237
John Bennett,Belarus,50,Male,2019,161
Andrew Jones,Northern Mariana Islands,59,Female,2023,182
